EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1144,45,No,Non-Travel,582,Human Resources,9,5,Marketing,1,2,Female,92,3,5,Manager,4,Married,2207,15508,2,Y,No,20,3,1,80,3,37,6,1,37,7,9,8
1145,38,Yes,Non-Travel,1146,Research & Development,6,5,Life Sciences,1,4,Female,93,4,5,Research Director,4,Married,16439,2208,0,Y,No,14,3,2,80,1,28,0,3,28,4,5,13
1146,57,No,Travel_Frequently,1009,Sales,8,2,Life Sciences,1,1,Female,63,1,4,Sales Representative,4,Single,5105,13071,1,Y,No,17,3,2,80,1,14,2,3,14,1,14,12
1147,41,No,Travel_Rarely,228,Human Resources,24,3,Medical,1,4,Female,56,2,2,Manager,2,Married,19292,16330,3,Y,No,14,4,2,80,1,21,4,4,7,4,11,12
1148,32,No,Travel_Rarely,174,Sales,8,2,Other,1,4,Male,30,3,2,Manager,2,Divorced,17304,8897,4,Y,No,25,4,2,80,3,29,0,2,29,4,8,6
1149,30,No,Travel_Rarely,363,Sales,12,4,Human Resources,1,1,Female,89,2,4,Sales Executive,3,Single,7908,21507,8,Y,No,23,3,3,80,0,32,3,3,7,7,13,12
1150,59,No,Travel_Rarely,298,Human Resources,12,4,Other,1,2,Female,50,4,3,Human Resources,3,Single,13117,12684,3,Y,No,22,3,4,80,1,40,5,3,40,12,13,16
1151,57,No,Non-Travel,1061,Human Resources,22,5,Medical,1,2,Male,77,1,2,Manager,2,Single,18250,5193,9,Y,Yes,19,3,4,80,2,13,6,1,13,8,11,2
1152,26,No,Travel_Frequently,1425,Human Resources,15,2,Marketing,1,4,Female,90,1,3,Human Resources,4,Divorced,15292,21001,8,Y,No,17,3,3,80,0,25,5,4,21,0,0,7
1153,29,Yes,Travel_Frequently,597,Human Resources,22,4,Marketing,1,2,Female,59,3,5,Manager,2,Married,13497,21639,4,Y,Yes,11,3,3,80,2,30,6,2,19,4,9,13
1154,60,Yes,Non-Travel,288,Research & Development,1,2,Other,1,4,Male,78,4,2,Research Director,1,Divorced,16407,26437,2,Y,Yes,16,3,4,80,1,23,5,4,23,6,5,5
1155,36,No,Travel_Rarely,1290,Human Resources,4,1,Human Resources,1,1,Female,100,4,4,Human Resources,2,Divorced,19499,25924,0,Y,No,22,3,2,80,3,32,2,1,32,14,9,14
1156,60,No,Travel_Rarely,1364,Human Resources,22,1,Human Resources,1,2,Female,42,4,3,Human Resources,3,Divorced,12905,23620,5,Y,No,21,4,1,80,0,30,2,1,30,16,11,15
1157,35,No,Travel_Rarely,1207,Sales,15,5,Life Sciences,1,3,Male,94,1,3,Manager,3,Married,10844,16405,5,Y,No,25,4,2,80,3,36,4,4,26,13,9,14
1158,55,No,Travel_Rarely,1343,Research & Development,27,4,Human Resources,1,3,Male,94,1,4,Research Scientist,4,Single,8755,26568,5,Y,Yes,11,3,1,80,3,33,2,3,33,17,12,5
1159,37,Yes,Travel_Rarely,830,Research & Development,13,1,Medical,1,4,Male,30,1,2,Laboratory Technician,4,Married,18323,12263,6,Y,Yes,20,3,4,80,0,16,2,3,14,11,1,6
1160,34,Yes,Travel_Rarely,794,Research & Development,2,2,Other,1,4,Female,74,4,5,Research Director,1,Divorced,15109,25094,1,Y,No,21,3,1,80,0,29,6,1,28,8,9,3
1161,56,No,Travel_Rarely,307,Research & Development,27,2,Human Resources,1,3,Female,30,1,2,Healthcare Representative,2,Divorced,13225,13193,7,Y,No,14,3,1,80,0,14,0,4,14,6,2,5
1162,47,No,Travel_Rarely,1326,Research & Development,10,5,Human Resources,1,1,Male,81,3,1,Manager,1,Married,13289,13105,1,Y,No,20,3,2,80,3,6,4,4,6,6,14,2
1163,60,Yes,Travel_Rarely,435,Human Resources,25,5,Other,1,3,Male,92,1,5,Manager,1,Married,1264,4837,2,Y,No,20,3,2,80,0,31,6,3,31,2,6,8
1164,28,No,Travel_Frequently,1486,Human Resources,3,4,Technical Degree,1,3,Female,79,2,4,Manager,1,Married,9698,19818,0,Y,No,17,3,1,80,1,36,3,1,8,1,4,1
1165,21,Yes,Travel_Rarely,343,Human Resources,18,4,Life Sciences,1,1,Male,45,2,2,Human Resources,4,Divorced,3415,22232,9,Y,No,25,3,1,80,1,24,2,3,24,18,11,16
1166,26,No,Travel_Frequently,1238,Research & Development,22,5,Other,1,1,Male,79,1,5,Healthcare Representative,1,Married,8256,20036,0,Y,No,15,3,3,80,1,9,0,3,3,3,2,4
1167,45,No,Travel_Rarely,620,Sales,9,4,Life Sciences,1,1,Female,43,3,1,Sales Executive,3,Divorced,14278,9830,4,Y,No,17,3,3,80,2,7,4,1,0,0,11,0
1168,55,No,Non-Travel,1243,Research & Development,8,5,Other,1,3,Male,92,3,2,Research Scientist,2,Divorced,14573,11078,1,Y,Yes,15,3,1,80,2,21,4,4,21,16,11,14
1169,45,No,Travel_Rarely,1331,Human Resources,26,3,Medical,1,1,Male,80,3,4,Manager,3,Single,18495,19278,6,Y,No,12,3,3,80,3,12,4,4,11,10,10,0
1170,42,No,Non-Travel,919,Sales,14,1,Medical,1,3,Male,64,4,5,Manager,1,Divorced,3787,22781,6,Y,No,18,3,1,80,3,24,2,4,8,8,12,5
1171,49,No,Non-Travel,404,Research & Development,11,2,Marketing,1,2,Male,73,2,3,Manufacturing Director,3,Divorced,3070,14882,0,Y,No,11,3,3,80,3,18,0,4,18,1,14,5
1172,21,Yes,Non-Travel,345,Sales,17,3,Marketing,1,4,Male,72,2,3,Sales Representative,2,Divorced,12804,6989,3,Y,Yes,13,3,1,80,0,21,4,3,21,4,2,4
1173,34,No,Travel_Frequently,1150,Human Resources,8,3,Other,1,2,Female,91,2,3,Manager,3,Single,3470,26877,2,Y,No,12,4,4,80,1,17,1,1,14,3,2,6
1174,54,No,Travel_Rarely,738,Research & Development,6,4,Marketing,1,4,Female,57,3,3,Healthcare Representative,1,Divorced,4582,17608,7,Y,No,15,3,3,80,1,33,3,1,33,2,6,9
1175,30,No,Travel_Frequently,341,Human Resources,3,4,Human Resources,1,2,Male,72,1,2,Human Resources,3,Married,11193,13117,5,Y,Yes,14,3,2,80,3,31,1,2,31,4,0,8
1176,48,No,Non-Travel,1016,Research & Development,3,2,Life Sciences,1,4,Female,56,1,2,Research Director,2,Divorced,2459,14874,8,Y,No,16,3,1,80,2,27,6,4,27,12,4,12
1177,60,No,Travel_Rarely,133,Sales,26,4,Life Sciences,1,3,Female,75,2,5,Sales Executive,3,Divorced,3702,14609,4,Y,Yes,16,3,3,80,2,18,1,3,2,2,6,2
1178,24,No,Travel_Rarely,1376,Human Resources,14,5,Technical Degree,1,1,Male,33,1,2,Manager,2,Divorced,8450,12007,3,Y,No,15,3,4,80,2,14,5,3,7,7,11,17
1179,58,Yes,Non-Travel,369,Human Resources,4,3,Human Resources,1,2,Female,62,2,4,Manager,1,Married,17608,9289,8,Y,No,13,3,3,80,0,33,1,4,4,4,6,3
1180,29,No,Non-Travel,342,Sales,10,5,Medical,1,4,Female,69,4,4,Sales Executive,1,Divorced,19252,18359,4,Y,Yes,11,3,2,80,3,16,3,4,14,10,13,11
1181,18,Yes,Non-Travel,1422,Research & Development,18,2,Life Sciences,1,2,Female,98,2,4,Research Scientist,2,Divorced,6319,10665,7,Y,No,13,3,2,80,1,28,1,1,28,12,0,9
1182,59,No,Travel_Rarely,661,Human Resources,18,3,Medical,1,1,Male,55,3,3,Manager,1,Single,6451,13236,8,Y,No,23,3,1,80,0,37,4,4,37,13,9,13
1183,27,No,Travel_Frequently,140,Research & Development,10,5,Other,1,2,Female,62,1,1,Research Scientist,4,Divorced,1962,15554,5,Y,No,20,3,3,80,2,16,4,2,16,5,8,5
1184,33,No,Travel_Frequently,1282,Sales,16,2,Technical Degree,1,4,Female,84,4,4,Manager,2,Married,4430,14090,9,Y,Yes,14,3,4,80,0,31,1,4,31,18,9,2
1185,56,No,Travel_Rarely,495,Research & Development,7,5,Human Resources,1,1,Female,81,1,3,Manager,1,Single,8219,3180,1,Y,Yes,12,3,1,80,2,22,2,3,4,4,0,9
1186,30,No,Travel_Rarely,107,Research & Development,28,5,Technical Degree,1,1,Female,62,4,5,Laboratory Technician,1,Single,6130,12313,9,Y,No,20,4,3,80,3,31,1,3,26,8,0,12
1187,54,No,Travel_Frequently,344,Research & Development,2,2,Medical,1,4,Male,85,3,2,Healthcare Representative,4,Divorced,13693,7777,0,Y,No,16,3,4,80,3,24,1,2,24,14,8,11
1188,24,Yes,Non-Travel,789,Human Resources,10,5,Life Sciences,1,4,Female,56,2,4,Manager,2,Single,7414,21303,6,Y,No,19,3,4,80,0,28,0,4,23,11,10,15
1189,50,No,Travel_Frequently,1118,Sales,2,2,Technical Degree,1,2,Male,92,4,4,Sales Representative,2,Divorced,10621,15997,5,Y,No,20,3,3,80,2,37,4,2,24,15,14,12
1190,34,No,Travel_Rarely,665,Research & Development,28,4,Marketing,1,3,Male,46,3,1,Healthcare Representative,3,Married,3574,10002,7,Y,No,18,3,1,80,2,37,5,3,37,8,12,10
1191,57,No,Travel_Rarely,1089,Sales,17,1,Marketing,1,2,Male,55,3,4,Manager,4,Divorced,8775,8270,2,Y,Yes,22,3,2,80,3,16,4,3,16,10,12,9
1192,35,No,Travel_Rarely,822,Human Resources,1,4,Medical,1,2,Female,33,3,1,Human Resources,2,Single,16036,26279,2,Y,No,17,3,2,80,3,14,5,1,1,1,13,6
1193,43,No,Travel_Rarely,1096,Sales,7,5,Human Resources,1,4,Female,44,3,5,Sales Representative,4,Single,9740,3853,9,Y,No,15,3,1,80,0,29,0,4,29,8,0,5
1194,45,No,Travel_Frequently,1314,Human Resources,29,4,Technical Degree,1,4,Male,96,2,2,Manager,3,Single,4619,16089,1,Y,No,15,3,3,80,3,34,6,1,2,2,11,8
1195,51,Yes,Travel_Frequently,161,Human Resources,24,4,Human Resources,1,4,Female,85,4,1,Manager,3,Married,1760,4885,8,Y,No,21,4,2,80,1,37,1,2,37,6,12,3
1196,25,No,Travel_Frequently,1478,Sales,4,2,Medical,1,4,Female,94,4,1,Manager,3,Married,16138,24816,8,Y,No,23,4,4,80,0,31,6,3,8,6,1,12
1197,25,No,Non-Travel,1496,Human Resources,21,3,Technical Degree,1,3,Male,31,2,3,Manager,4,Divorced,2346,13604,7,Y,No,14,3,3,80,2,17,5,1,1,1,0,9
1198,26,Yes,Non-Travel,603,Research & Development,26,4,Marketing,1,2,Male,84,4,5,Healthcare Representative,1,Married,2901,26542,9,Y,Yes,19,3,3,80,2,32,0,2,30,5,10,6
1199,29,No,Travel_Rarely,968,Sales,20,5,Life Sciences,1,1,Female,50,2,1,Sales Executive,4,Single,13190,21985,9,Y,No,21,3,4,80,1,40,1,1,40,1,0,5
1200,43,No,Travel_Frequently,665,Sales,26,1,Medical,1,4,Male,50,1,1,Sales Representative,1,Single,9031,22670,9,Y,No,16,3,3,80,0,22,0,4,22,8,9,4
1201,60,No,Non-Travel,168,Sales,19,2,Life Sciences,1,3,Female,97,3,4,Sales Executive,2,Single,13608,19009,5,Y,No,18,3,4,80,3,34,1,1,34,4,4,8
1202,58,No,Non-Travel,486,Human Resources,25,5,Medical,1,4,Female,46,3,1,Manager,3,Divorced,4448,13343,2,Y,No,24,3,4,80,3,33,6,1,20,7,2,10
1203,20,No,Non-Travel,1030,Research & Development,13,1,Other,1,3,Male,67,3,5,Healthcare Representative,4,Divorced,5070,5866,5,Y,No,22,3,2,80,2,32,2,3,15,1,13,9
1204,39,No,Travel_Rarely,856,Sales,28,3,Human Resources,1,1,Male,94,2,2,Sales Executive,3,Married,12841,16467,5,Y,No,15,3,4,80,3,26,3,3,1,1,8,11
1205,41,No,Travel_Rarely,1090,Human Resources,20,4,Human Resources,1,1,Male,93,1,3,Human Resources,4,Married,8113,14027,9,Y,No,15,3,3,80,3,18,3,2,18,3,8,3
1206,26,No,Travel_Rarely,805,Research & Development,29,1,Medical,1,4,Female,87,3,5,Research Director,4,Divorced,14829,2776,6,Y,Yes,15,3,2,80,1,21,3,1,12,12,4,15
1207,30,No,Non-Travel,203,Research & Development,2,3,Marketing,1,3,Female,60,3,3,Manager,2,Married,4717,22491,5,Y,Yes,25,3,4,80,1,23,0,3,4,4,13,17
1208,31,No,Non-Travel,1290,Human Resources,3,1,Human Resources,1,4,Male,67,2,1,Human Resources,1,Married,14599,5003,5,Y,No,25,3,4,80,2,26,6,3,23,15,5,2
1209,55,No,Travel_Rarely,242,Human Resources,22,4,Life Sciences,1,3,Male,41,1,3,Manager,4,Married,19227,20177,3,Y,No,20,3,1,80,2,25,6,1,14,7,6,5
1210,43,No,Travel_Frequently,1305,Sales,2,2,Life Sciences,1,2,Female,96,2,1,Sales Executive,2,Divorced,7230,19536,9,Y,No,14,3,3,80,3,18,4,2,18,1,3,13
1211,43,Yes,Travel_Frequently,483,Research & Development,24,4,Technical Degree,1,3,Female,65,2,4,Research Director,2,Married,1267,11099,0,Y,No,15,3,2,80,1,15,6,3,15,8,15,13
1212,46,No,Non-Travel,1262,Research & Development,6,3,Technical Degree,1,4,Male,69,3,4,Laboratory Technician,4,Divorced,4053,9212,9,Y,No,20,3,2,80,0,38,6,4,38,10,10,10
1213,37,No,Non-Travel,124,Research & Development,28,5,Human Resources,1,4,Female,79,4,4,Research Director,1,Divorced,10156,19112,1,Y,No,25,3,2,80,1,39,4,2,9,6,4,7
1214,35,Yes,Travel_Frequently,1244,Human Resources,25,3,Life Sciences,1,4,Male,56,4,4,Human Resources,2,Married,5510,25255,8,Y,Yes,16,3,2,80,0,31,2,1,24,17,10,10
1215,38,No,Travel_Rarely,371,Human Resources,13,4,Other,1,4,Female,62,3,2,Manager,4,Married,16094,9440,2,Y,Yes,18,3,4,80,0,28,2,1,28,12,13,11
1216,34,No,Travel_Frequently,614,Sales,15,1,Marketing,1,2,Male,61,3,1,Sales Representative,2,Divorced,10571,20917,1,Y,No,20,4,3,80,0,11,6,1,11,1,10,13
1217,24,No,Travel_Rarely,482,Research & Development,27,2,Other,1,4,Female,82,2,2,Manufacturing Director,3,Married,18943,24101,9,Y,No,22,3,3,80,1,20,1,1,15,7,6,17
1218,43,Yes,Non-Travel,268,Sales,17,3,Marketing,1,4,Female,82,3,5,Sales Executive,4,Divorced,3545,2779,5,Y,Yes,24,3,1,80,1,39,2,1,2,2,13,3
1219,31,No,Non-Travel,852,Sales,4,2,Life Sciences,1,4,Male,31,2,2,Sales Representative,3,Single,2475,15248,8,Y,No,20,3,3,80,1,20,6,1,20,16,14,3
1220,33,Yes,Travel_Rarely,469,Research & Development,14,4,Technical Degree,1,3,Female,35,2,2,Research Director,1,Single,9064,15257,1,Y,No,25,3,3,80,2,18,4,2,9,1,0,13
1221,47,No,Non-Travel,597,Sales,13,4,Other,1,1,Male,88,3,1,Sales Representative,4,Single,5917,2346,5,Y,No,25,3,4,80,3,21,0,4,20,10,13,0
1222,22,No,Travel_Rarely,471,Research & Development,8,3,Medical,1,2,Male,32,3,3,Research Director,1,Divorced,18131,11330,9,Y,No,22,3,1,80,3,5,2,4,4,4,15,1
1223,36,Yes,Non-Travel,644,Research & Development,14,5,Marketing,1,3,Male,33,2,1,Healthcare Representative,2,Married,18310,4349,1,Y,Yes,16,3,1,80,2,12,0,1,12,4,1,7
1224,43,No,Travel_Frequently,721,Sales,7,4,Other,1,1,Male,99,3,1,Sales Representative,2,Married,14661,10729,3,Y,Yes,18,4,1,80,1,23,0,2,23,7,14,0
1225,46,No,Non-Travel,1259,Human Resources,24,4,Life Sciences,1,4,Female,78,1,4,Manager,2,Married,12183,21922,7,Y,No,16,3,1,80,3,11,5,2,3,3,7,7
1226,22,No,Travel_Frequently,1307,Sales,7,4,Marketing,1,4,Male,96,3,3,Manager,4,Single,3760,14732,5,Y,Yes,22,3,3,80,2,23,6,2,3,3,4,10
1227,41,No,Travel_Rarely,1062,Human Resources,18,3,Technical Degree,1,2,Male,87,1,5,Human Resources,3,Divorced,13532,7340,6,Y,No,11,3,4,80,0,31,0,1,29,0,13,16
1228,25,Yes,Non-Travel,239,Sales,21,4,Life Sciences,1,1,Male,47,4,4,Manager,1,Divorced,1114,7601,8,Y,No,11,3,4,80,3,27,6,3,1,1,15,15
1229,35,Yes,Non-Travel,1445,Sales,25,5,Technical Degree,1,3,Female,33,4,4,Sales Executive,2,Single,13647,22925,5,Y,Yes,20,3,1,80,1,37,1,1,37,14,1,11
1230,41,Yes,Travel_Frequently,318,Sales,14,4,Other,1,3,Female,90,2,3,Sales Executive,3,Divorced,16067,6047,8,Y,No,13,3,4,80,3,36,2,2,25,7,14,9
1231,56,No,Non-Travel,1287,Research & Development,19,4,Life Sciences,1,2,Female,48,1,1,Research Director,3,Divorced,11923,8652,0,Y,No,22,3,3,80,3,39,5,2,15,11,3,4
1232,25,No,Travel_Rarely,1386,Research & Development,3,2,Human Resources,1,4,Male,35,3,4,Research Director,2,Divorced,14779,6439,8,Y,No,23,3,4,80,2,36,1,2,36,2,7,10
1233,45,No,Travel_Rarely,1245,Research & Development,6,4,Human Resources,1,2,Female,77,1,4,Laboratory Technician,4,Single,10078,20790,2,Y,No,23,3,2,80,0,10,3,3,10,1,14,16
1234,18,No,Non-Travel,1454,Research & Development,16,4,Human Resources,1,1,Female,68,2,1,Manager,3,Single,15406,24026,4,Y,No,14,3,3,80,1,17,2,1,15,15,7,16
1235,22,No,Non-Travel,172,Human Resources,24,2,Technical Degree,1,3,Female,75,4,2,Human Resources,2,Divorced,2046,10501,3,Y,Yes,14,3,4,80,3,22,6,4,21,15,14,0
1236,38,Yes,Non-Travel,240,Human Resources,1,3,Medical,1,4,Female,63,2,3,Manager,2,Married,9930,21248,2,Y,Yes,12,4,1,80,0,36,6,3,1,1,2,16
1237,57,No,Travel_Rarely,1184,Human Resources,10,5,Other,1,1,Male,41,3,4,Manager,2,Single,6108,8275,4,Y,No,18,3,1,80,0,39,6,3,39,3,13,9
1238,42,Yes,Travel_Rarely,354,Human Resources,27,2,Marketing,1,3,Female,51,2,2,Human Resources,3,Divorced,11604,11416,0,Y,No,18,3,1,80,3,21,1,4,11,9,9,7
1239,42,No,Travel_Rarely,1270,Research & Development,17,1,Life Sciences,1,4,Female,43,4,2,Research Director,1,Married,16484,6467,1,Y,No,15,3,1,80,1,16,0,1,3,3,5,5
1240,24,No,Travel_Frequently,1462,Research & Development,27,1,Human Resources,1,3,Female,45,2,2,Manufacturing Director,4,Divorced,3216,8551,6,Y,No,17,3,1,80,1,31,4,1,31,10,10,2
1241,38,No,Non-Travel,776,Research & Development,6,3,Human Resources,1,2,Male,40,1,1,Research Director,3,Divorced,4249,11371,2,Y,No,20,3,3,80,0,35,2,4,35,3,3,9
1242,31,Yes,Travel_Frequently,417,Sales,1,1,Medical,1,1,Male,87,3,1,Sales Executive,2,Single,19924,3786,9,Y,No,25,3,3,80,2,32,3,1,32,11,12,12
1243,37,No,Travel_Rarely,1457,Research & Development,13,4,Other,1,3,Male,83,3,3,Healthcare Representative,4,Divorced,5821,23041,9,Y,No,12,4,3,80,1,34,6,2,34,2,4,3
1244,24,No,Non-Travel,451,Human Resources,29,2,Marketing,1,2,Female,31,2,2,Human Resources,3,Divorced,17962,26171,4,Y,Yes,17,3,4,80,3,6,6,2,6,6,2,7
1245,26,Yes,Travel_Frequently,1072,Sales,13,1,Marketing,1,2,Male,98,4,4,Sales Executive,2,Divorced,6216,15041,7,Y,No,15,3,4,80,3,20,6,4,20,7,4,2
1246,59,No,Travel_Frequently,251,Sales,1,5,Other,1,4,Male,66,4,2,Sales Representative,1,Married,2705,11154,2,Y,No,17,3,1,80,3,21,5,2,21,5,6,5
1247,32,Yes,Non-Travel,1282,Research & Development,7,4,Other,1,2,Male,88,4,5,Research Director,2,Single,7080,17760,0,Y,No,15,3,2,80,2,37,3,1,37,17,7,2
1248,55,No,Travel_Frequently,1059,Human Resources,24,1,Marketing,1,1,Female,30,4,4,Manager,2,Married,14980,2294,8,Y,No,19,4,3,80,2,15,5,1,15,2,12,6
1249,42,Yes,Travel_Frequently,1287,Research & Development,12,1,Human Resources,1,3,Female,75,3,2,Research Director,1,Single,5113,14243,9,Y,No,16,3,2,80,1,32,5,2,32,13,1,10
1250,40,No,Travel_Rarely,155,Human Resources,20,4,Technical Degree,1,3,Female,43,2,4,Human Resources,2,Single,14557,15263,5,Y,Yes,22,3,3,80,0,37,2,3,18,3,2,15
1251,27,No,Travel_Frequently,182,Sales,23,2,Other,1,2,Male,99,1,2,Sales Representative,4,Divorced,5410,4721,7,Y,No,12,4,2,80,2,16,6,4,9,7,9,14
1252,26,No,Travel_Rarely,246,Human Resources,3,3,Human Resources,1,2,Male,43,1,5,Manager,3,Divorced,15467,15291,2,Y,Yes,14,3,4,80,2,10,6,4,7,2,8,0
1253,52,No,Travel_Rarely,1489,Sales,2,1,Medical,1,1,Male,68,1,3,Sales Executive,4,Single,8986,19918,1,Y,No,18,3,3,80,3,6,0,3,6,6,13,17
1254,46,No,Travel_Rarely,1463,Research & Development,5,1,Marketing,1,2,Female,93,3,2,Healthcare Representative,3,Divorced,3113,8809,4,Y,No,15,3,1,80,3,40,2,4,40,6,2,1
1255,43,Yes,Travel_Frequently,1034,Sales,19,3,Medical,1,1,Female,48,2,2,Sales Representative,1,Divorced,10586,13803,6,Y,Yes,23,4,4,80,1,0,5,2,0,0,2,15
1256,51,No,Travel_Frequently,861,Research & Development,28,1,Medical,1,4,Female,39,2,2,Research Scientist,4,Divorced,19172,19691,1,Y,No,19,4,2,80,3,38,5,4,38,17,5,1
1257,48,No,Travel_Frequently,1146,Research & Development,26,1,Other,1,4,Male,65,1,5,Healthcare Representative,1,Divorced,12846,24559,0,Y,No,18,4,4,80,2,17,5,3,14,1,1,7
1258,40,No,Travel_Frequently,590,Human Resources,22,4,Other,1,2,Male,76,3,3,Human Resources,2,Divorced,11870,8359,3,Y,No,20,3,1,80,2,32,2,1,31,10,0,13
1259,38,Yes,Travel_Frequently,505,Sales,15,5,Other,1,3,Male,37,3,3,Manager,1,Divorced,5605,23356,5,Y,No,22,3,2,80,2,26,2,4,26,14,9,1
1260,55,No,Travel_Rarely,181,Research & Development,15,2,Other,1,1,Female,32,3,4,Healthcare Representative,2,Single,17502,6183,2,Y,No,15,3,4,80,2,29,5,2,26,14,15,17
1261,35,No,Travel_Frequently,661,Human Resources,5,4,Medical,1,3,Female,93,1,3,Human Resources,4,Divorced,19095,20070,6,Y,No,18,3,1,80,0,19,4,4,6,0,14,14
1262,33,No,Travel_Frequently,602,Sales,5,3,Technical Degree,1,4,Female,62,1,2,Sales Executive,3,Divorced,2549,3963,4,Y,Yes,23,4,1,80,3,29,3,3,10,10,4,8
1263,28,No,Travel_Rarely,292,Research & Development,17,4,Marketing,1,2,Male,61,1,3,Healthcare Representative,1,Married,10266,24682,6,Y,No,24,3,1,80,1,18,3,1,18,14,11,2
1264,19,Yes,Travel_Frequently,1062,Research & Development,10,1,Other,1,3,Male,78,2,3,Research Scientist,3,Single,16091,23373,2,Y,No,14,3,3,80,2,15,0,2,15,8,2,3
1265,58,Yes,Non-Travel,519,Human Resources,2,1,Marketing,1,2,Male,39,3,3,Human Resources,4,Single,1388,23286,6,Y,Yes,23,4,2,80,2,24,6,1,8,0,6,17
1266,26,No,Non-Travel,1271,Research & Development,23,5,Marketing,1,3,Male,82,1,5,Manufacturing Director,4,Married,5062,12889,5,Y,No,14,3,3,80,1,20,3,1,20,13,4,11
1267,24,Yes,Travel_Frequently,1316,Sales,8,3,Human Resources,1,1,Male,72,2,5,Manager,2,Divorced,2037,3085,5,Y,Yes,11,4,4,80,2,19,0,2,17,17,15,16
1268,58,No,Non-Travel,1071,Sales,16,4,Technical Degree,1,3,Female,65,4,3,Manager,3,Divorced,9504,10131,0,Y,No,15,3,1,80,0,28,3,2,28,6,0,12
1269,42,No,Travel_Frequently,1049,Human Resources,19,2,Human Resources,1,3,Female,78,1,5,Human Resources,4,Single,5134,6672,1,Y,No,11,4,3,80,0,27,3,3,19,17,5,11
1270,30,No,Travel_Rarely,391,Research & Development,27,3,Technical Degree,1,1,Female,48,4,2,Manager,4,Married,4042,23997,1,Y,No,22,3,2,80,0,38,5,1,38,13,12,1
1271,41,No,Travel_Frequently,1242,Sales,19,3,Medical,1,2,Female,41,4,5,Sales Executive,2,Married,10745,20768,6,Y,No,22,3,3,80,2,37,5,3,3,3,11,14
1272,29,Yes,Travel_Rarely,373,Human Resources,28,2,Other,1,3,Male,50,2,5,Human Resources,3,Single,17164,15009,2,Y,No,18,3,4,80,3,28,6,2,28,6,8,0
1273,20,Yes,Non-Travel,264,Human Resources,4,1,Marketing,1,1,Male,46,2,1,Manager,1,Married,13021,23388,4,Y,Yes,21,3,3,80,1,21,6,1,17,12,4,14
1274,48,No,Non-Travel,1037,Research & Development,7,2,Other,1,4,Male,83,2,1,Research Director,3,Married,7896,6016,0,Y,Yes,11,3,1,80,3,17,3,3,17,5,5,2
1275,58,No,Travel_Frequently,832,Research & Development,16,2,Life Sciences,1,1,Female,53,1,5,Laboratory Technician,4,Divorced,13636,20425,3,Y,Yes,12,3,2,80,0,40,5,3,40,8,11,1
1276,31,No,Travel_Frequently,277,Research & Development,24,3,Human Resources,1,3,Male,50,4,3,Healthcare Representative,1,Divorced,8471,23029,0,Y,No,19,3,1,80,0,28,4,2,14,14,1,15
1277,19,Yes,Non-Travel,764,Sales,19,4,Life Sciences,1,2,Male,56,1,3,Sales Executive,1,Divorced,6141,22535,8,Y,No,22,3,3,80,0,35,3,3,35,15,11,14
1278,30,No,Travel_Frequently,239,Human Resources,15,3,Life Sciences,1,2,Female,45,2,1,Human Resources,1,Single,19057,16633,8,Y,No,21,3,4,80,2,10,4,4,10,6,15,10
1279,52,No,Travel_Frequently,462,Research & Development,29,2,Technical Degree,1,4,Female,80,2,4,Manufacturing Director,1,Single,12110,18533,6,Y,No,16,3,1,80,2,37,6,3,21,0,4,1
1280,59,No,Travel_Frequently,636,Research & Development,22,2,Marketing,1,2,Female,43,4,4,Laboratory Technician,3,Married,2515,10496,0,Y,Yes,18,3,4,80,2,35,4,4,35,8,10,14
1281,22,No,Travel_Rarely,1134,Research & Development,15,5,Medical,1,4,Female,57,4,4,Healthcare Representative,4,Single,15320,4469,2,Y,No,15,3,1,80,3,25,5,2,5,1,8,11
1282,34,Yes,Non-Travel,1308,Human Resources,7,4,Marketing,1,1,Female,77,4,5,Human Resources,3,Single,1487,16253,9,Y,Yes,13,3,2,80,1,34,3,4,15,14,6,10
1283,27,Yes,Non-Travel,801,Research & Development,15,5,Human Resources,1,3,Male,77,2,2,Research Scientist,1,Divorced,7057,12086,2,Y,No,16,3,4,80,0,30,0,2,23,12,0,10
1284,31,No,Travel_Rarely,1406,Research & Development,13,3,Other,1,2,Male,95,3,4,Healthcare Representative,2,Divorced,2019,19661,4,Y,Yes,20,4,4,80,3,26,6,3,26,1,0,15
1285,20,Yes,Travel_Frequently,166,Sales,2,3,Other,1,1,Female,69,3,2,Sales Representative,1,Married,13373,20438,7,Y,No,12,3,4,80,1,17,4,3,1,1,14,13
1286,40,No,Travel_Frequently,980,Sales,4,5,Medical,1,3,Female,69,1,3,Sales Executive,3,Single,1212,18118,8,Y,No,16,4,1,80,2,30,0,3,30,15,15,5
